,count,mean,std,min,25%,50%,75%,max
dr-ibt (oracle),500.0,0.000356,0.000997,0.0,2e-06,1.3e-05,0.000149,0.009285
dr-ibt,500.0,0.001866,0.002381,0.0,0.000204,0.000969,0.002472,0.013712
dr-ibt (tau=0),500.0,0.002404,0.002904,0.0,0.000321,0.001316,0.003465,0.022176
dm,500.0,0.364255,0.024308,0.279495,0.348564,0.363567,0.380164,0.447009
dr,500.0,0.005556,0.008135,0.0,0.000429,0.002217,0.006812,0.057467
mrdr,500.0,0.002819,0.003611,0.0,0.000311,0.001428,0.003819,0.021338
dr-os (oracle),500.0,0.005352,0.007793,0.0,0.000473,0.002358,0.006699,0.053828
dr-os,500.0,0.005352,0.007793,0.0,0.000473,0.002358,0.006699,0.053828
switch-dr (oracle),500.0,0.003445,0.005659,0.0,0.000214,0.001174,0.00417,0.045976
switch-dr,500.0,0.005556,0.008135,0.0,0.000429,0.002217,0.006812,0.057467
